,x,KWH,date,time,days_since_today
310,2023-03-09 04:40:00+01:00,62.279,2023-03-09,04:40:00,7
311,2023-03-09 04:50:00+01:00,63.364666,2023-03-09,04:50:00,7
312,2023-03-09 05:00:00+01:00,64.41317,2023-03-09,05:00:00,7
313,2023-03-09 05:10:00+01:00,64.9355,2023-03-09,05:10:00,7
314,2023-03-09 05:20:00+01:00,64.44234,2023-03-09,05:20:00,7
315,2023-03-09 05:30:00+01:00,64.00733,2023-03-09,05:30:00,7
316,2023-03-09 05:40:00+01:00,63.5745,2023-03-09,05:40:00,7
317,2023-03-09 05:50:00+01:00,63.048332,2023-03-09,05:50:00,7
318,2023-03-09 06:00:00+01:00,62.4885,2023-03-09,06:00:00,7
319,2023-03-09 06:10:00+01:00,61.930668,2023-03-09,06:10:00,7
320,2023-03-09 06:20:00+01:00,61.472332,2023-03-09,06:20:00,7
321,2023-03-09 06:30:00+01:00,61.008835,2023-03-09,06:30:00,7
322,2023-03-09 06:40:00+01:00,60.4715,2023-03-09,06:40:00,7
323,2023-03-09 06:50:00+01:00,59.893333,2023-03-09,06:50:00,7
324,2023-03-09 07:00:00+01:00,59.318165,2023-03-09,07:00:00,7
325,2023-03-09 07:10:00+01:00,58.862835,2023-03-09,07:10:00,7
326,2023-03-09 07:20:00+01:00,58.534832,2023-03-09,07:20:00,7
327,2023-03-09 07:30:00+01:00,58.193165,2023-03-09,07:30:00,7
328,2023-03-09 07:40:00+01:00,57.9525,2023-03-09,07:40:00,7
329,2023-03-09 07:50:00+01:00,57.854668,2023-03-09,07:50:00,7
330,2023-03-09 08:00:00+01:00,57.725666,2023-03-09,08:00:00,7
331,2023-03-09 08:10:00+01:00,57.735,2023-03-09,08:10:00,7
332,2023-03-09 08:20:00+01:00,57.99383,2023-03-09,08:20:00,7
333,2023-03-09 08:30:00+01:00,58.225334,2023-03-09,08:30:00,7
334,2023-03-09 08:40:00+01:00,58.502335,2023-03-09,08:40:00,7
335,2023-03-09 08:50:00+01:00,57.710335,2023-03-09,08:50:00,7
336,2023-03-09 09:00:00+01:00,58.052166,2023-03-09,09:00:00,7
337,2023-03-09 09:10:00+01:00,58.56328,2023-03-09,09:10:00,7
338,2023-03-09 09:20:00+01:00,58.956665,2023-03-09,09:20:00,7
339,2023-03-09 09:30:00+01:00,59.2255,2023-03-09,09:30:00,7
340,2023-03-09 09:40:00+01:00,59.699665,2023-03-09,09:40:00,7
341,2023-03-09 09:50:00+01:00,60.178833,2023-03-09,09:50:00,7
342,2023-03-09 10:00:00+01:00,60.4525,2023-03-09,10:00:00,7
343,2023-03-09 10:10:00+01:00,60.536167,2023-03-09,10:10:00,7
344,2023-03-09 10:20:00+01:00,60.764,2023-03-09,10:20:00,7
345,2023-03-09 10:30:00+01:00,61.532333,2023-03-09,10:30:00,7
346,2023-03-09 10:40:00+01:00,62.857666,2023-03-09,10:40:00,7
347,2023-03-09 10:50:00+01:00,63.599,2023-03-09,10:50:00,7
348,2023-03-09 11:00:00+01:00,63.835167,2023-03-09,11:00:00,7
349,2023-03-09 11:10:00+01:00,63.192333,2023-03-09,11:10:00,7
350,2023-03-09 11:20:00+01:00,63.131832,2023-03-09,11:20:00,7
351,2023-03-09 11:30:00+01:00,63.722168,2023-03-09,11:30:00,7
352,2023-03-09 11:40:00+01:00,65.30867,2023-03-09,11:40:00,7
353,2023-03-09 11:50:00+01:00,67.761665,2023-03-09,11:50:00,7
354,2023-03-09 12:00:00+01:00,69.644,2023-03-09,12:00:00,7
355,2023-03-09 12:10:00+01:00,70.130165,2023-03-09,12:10:00,7
356,2023-03-09 12:20:00+01:00,70.77517,2023-03-09,12:20:00,7
357,2023-03-09 12:30:00+01:00,71.57117,2023-03-09,12:30:00,7
358,2023-03-09 12:40:00+01:00,72.762,2023-03-09,12:40:00,7
359,2023-03-09 12:50:00+01:00,73.77617,2023-03-09,12:50:00,7
